날짜,설비용량(메가와트),경도,위도,발전기명,01시,02시,03시,04시,05시,06시,07시,08시,09시,10시,11시,12시,13시,14시,15시,16시,17시,18시,19시,20시,21시,22시,23시,24시
2024-05-23,1,37.05075,126.5103,당진태양광,0,0,0,0,0,0,60768,117888,241536,433824,567072,665376,713376,721632,681024,604224,476448,182976,29088,0,0,0,0,0
2024-05-24,1,37.05075,126.5103,당진태양광,0,0,0,0,0,0,0,6816,69696,107328,181152,517824,634656,495072,401664,493728,367200,214944,74304,96,0,0,0,0
2024-05-25,1,37.05075,126.5103,당진태양광,0,0,0,0,0,0,96,5664,71232,84384,52032,195840,510816,377760,318528,327456,382080,217056,40416,96,0,0,0,0
2024-05-26,1,37.05075,126.5103,당진태양광,0,0,0,0,0,0,36480,112992,155136,259776,216384,176640,105408,67488,50496,55488,1632,1056,3840,0,0,0,0,0
2024-05-27,1,37.05075,126.5103,당진태양광,0,0,0,0,0,0,96,39168,249120,457152,610848,663552,768288,685440,677376,560736,376032,209376,68352,1152,0,0,0,0
2024-05-28,1,37.05075,126.5103,당진태양광,0,0,0,0,0,0,96,34848,233472,435936,568320,652320,704640,685536,627648,589152,460704,287328,104160,384,0,0,0,0
2024-05-29,1,37.05075,126.5103,당진태양광,0,0,0,0,0,0,192,51360,239136,430848,563520,645984,694944,610848,662112,591456,459744,286272,104160,1248,0,0,0,0
2024-05-30,1,37.05075,126.5103,당진태양광,0,0,0,0,0,0,18624,109632,228192,372960,400800,404736,400128,293376,121920,202272,185280,73248,14880,0,0,0,0,0
2024-05-31,1,37.05075,126.5103,당진태양광,0,0,0,0,0,0,5472,77664,242688,442464,582624,671808,719616,721344,675936,597792,463680,238656,86784,96,0,0,0,0
2024-06-01,1,37.05075,126.5103,당진태양광,0,0,0,0,0,0,27936,88128,241152,442656,579936,675840,717888,732288,691200,602496,469056,293376,103968,1248,0,0,0,0
2024-06-02,1,37.05075,126.5103,당진태양광,0,0,0,0,0,0,864,45792,232896,421536,560160,649824,709536,712800,674688,592992,440256,266976,101184,1152,0,0,0,0
2024-06-03,1,37.05075,126.5103,당진태양광,0,0,0,0,0,0,192,42144,229824,424800,557184,644736,684096,687168,650208,573120,453312,290400,101856,96,0,0,0,0
2024-06-04,1,37.05075,126.5103,당진태양광,0,0,0,0,0,0,96,31776,229152,429408,558048,643200,686016,683616,653568,577152,455520,284352,101376,960,0,0,0,0
2024-06-05,1,37.05075,126.5103,당진태양광,0,0,0,0,0,0,20256,79776,216864,391392,496128,552096,560448,559488,600096,482880,305664,124704,53568,0,0,0,0,0
2024-06-06,1,37.05075,126.5103,당진태양광,0,0,0,0,0,0,32256,102816,172992,416256,502752,577632,674688,667008,633792,570144,454176,271008,97152,1728,0,0,0,0
2024-06-07,1,37.05075,126.5103,당진태양광,0,0,0,0,0,0,42240,115488,226464,389664,324960,503712,404544,463296,415680,399264,258144,80640,27168,0,0,0,0,0
2024-06-08,1,37.05075,126.5103,당진태양광,0,0,0,0,0,0,0,480,2304,106176,204576,230784,508320,535104,650016,579168,458592,288288,115392,3840,0,0,0,0
2024-06-09,1,37.05075,126.5103,당진태양광,0,0,0,0,0,0,13632,107328,227424,354336,459840,610752,601824,656832,605568,602304,454080,293952,86976,6816,0,0,0,0
2024-06-10,1,37.05075,126.5103,당진태양광,0,0,0,0,0,0,20352,85344,224544,397344,511104,576768,622560,614976,592608,515808,377760,226944,86880,2592,0,0,0,0
2024-06-11,1,37.05075,126.5103,당진태양광,0,0,0,0,0,0,96,28704,126720,329184,533376,616704,655968,655008,613152,543456,402624,244992,74592,0,0,0,0,0
2024-06-12,1,37.05075,126.5103,당진태양광,0,0,0,0,0,0,17472,111168,236544,373440,534336,626304,665088,670560,634752,516768,305760,113856,7392,0,0,0,0,0
2024-06-13,1,37.05075,126.5103,당진태양광,0,0,0,0,0,0,33024,117216,212832,403680,526848,619008,673920,673344,646464,565056,448608,285792,108192,3168,0,0,0,0
2024-06-14,1,37.05075,126.5103,당진태양광,0,0,0,0,0,0,24384,132480,244992,380160,489216,568512,499008,585888,598176,542688,429216,259392,47424,0,0,0,0,0
2024-06-15,1,37.05075,126.5103,당진태양광,0,0,0,0,0,0,17472,83328,165120,331008,181440,225216,288672,467520,625248,532128,325632,104160,54336,4512,0,0,0,0
2024-06-16,1,37.05075,126.5103,당진태양광,0,0,0,0,0,0,2496,37920,208800,413664,549504,646848,697632,701952,669216,588576,464448,294912,110208,3648,0,0,0,0
2024-06-17,1,37.05075,126.5103,당진태양광,0,0,0,0,0,0,17952,76128,221088,396768,499776,532512,615456,597024,564960,475680,302784,242304,91776,11328,0,0,0,0
2024-06-18,1,37.05075,126.5103,당진태양광,0,0,0,0,0,0,4608,86400,197376,397248,521856,622464,673248,682176,645120,567552,441408,277248,105120,3072,0,0,0,0
2024-06-19,1,37.05075,126.5103,당진태양광,0,0,0,0,0,0,28992,98496,219648,325248,405120,422496,610944,652512,617664,504000,369312,213408,83424,960,0,0,0,0
2024-06-20,1,37.05075,126.5103,당진태양광,0,0,0,0,0,0,1152,48288,199296,380256,477696,546336,502368,442944,354336,282912,314592,176448,93408,18336,0,0,0,0
2024-06-21,1,37.05075,126.5103,당진태양광,0,0,0,0,0,0,24096,75360,204000,384864,503904,579840,528864,548640,447840,396480,419328,250848,62592,0,0,0,0,0
2024-06-22,1,37.05075,126.5103,당진태양광,0,0,0,0,0,0,0,5568,11808,96,0,0,2784,12960,0,11904,44928,17664,3264,0,0,0,0,0
2024-06-23,1,37.05075,126.5103,당진태양광,0,0,0,0,0,0,2880,93504,172224,259104,368160,466080,491520,642912,600864,505152,434304,231360,30432,96,0,0,0,0
2024-06-24,1,37.05075,126.5103,당진태양광,0,0,0,0,0,0,96,58848,179808,278208,470400,577056,588768,654624,584352,503904,419808,266592,133440,96,0,0,0,0
2024-06-25,1,37.05075,126.5103,당진태양광,0,0,0,0,0,0,3456,67680,193056,313248,437088,456000,582720,550272,485472,456192,456768,314496,148512,14400,0,0,0,0
2024-06-26,1,37.05075,126.5103,당진태양광,0,0,0,0,0,0,2784,45312,199488,410880,541152,621504,666720,673152,647328,567264,441120,280512,111360,4608,0,0,0,0
2024-06-27,1,37.05075,126.5103,당진태양광,0,0,0,0,0,0,4416,64800,205824,301248,378432,447744,381120,333312,258816,362784,346848,294624,115968,5856,0,0,0,0
2024-06-28,1,37.05075,126.5103,당진태양광,0,0,0,0,0,0,19104,67776,179232,400896,535104,621792,668832,676320,636864,557280,435744,267936,106944,4032,0,0,0,0
2024-06-29,1,37.05075,126.5103,당진태양광,0,0,0,0,0,0,26880,96960,216576,349728,413856,561312,566880,476640,510624,131232,91392,12192,0,0,0,0,0,0
2024-06-30,1,37.05075,126.5103,당진태양광,0,0,0,0,0,0,3072,2208,81792,244512,398400,461664,624768,670080,537408,395616,364128,254688,115008,10944,0,0,0,0
2024-07-01,1,37.05075,126.5103,당진태양광,0,0,0,0,0,0,4128,57120,224448,414048,496992,596448,660000,667776,633696,557184,435936,276960,100704,3456,0,0,0,0
2024-07-02,1,37.05075,126.5103,당진태양광,0,0,0,0,0,0,0,0,96,6528,672,54336,65568,61824,52320,32064,576,0,0,0,0,0,0,0
2024-07-03,1,37.05075,126.5103,당진태양광,0,0,0,0,0,0,2016,84960,153696,322080,549888,421344,334464,339552,292416,204288,106464,50784,19584,0,0,0,0,0
2024-07-04,1,37.05075,126.5103,당진태양광,0,0,0,0,0,0,36000,93600,199968,300672,428544,498432,3264,517152,375360,201888,235296,200160,80352,1344,0,0,0,0
2024-07-05,1,37.05075,126.5103,당진태양광,0,0,0,0,0,0,19488,61248,89568,210336,441312,572736,627072,673824,564576,473472,324960,207744,83712,960,0,0,0,0
2024-07-06,1,37.05075,126.5103,당진태양광,0,0,0,0,0,0,0,5088,32832,129504,300864,569856,452064,585024,449664,414240,248640,53856,1152,0,0,0,0,0
2024-07-07,1,37.05075,126.5103,당진태양광,0,0,0,0,0,0,0,3264,31488,106464,60864,32736,96384,225696,188736,53568,3168,480,1824,576,0,0,0,0
2024-07-08,1,37.05075,126.5103,당진태양광,0,0,0,0,0,0,0,0,2112,26208,17568,30624,32448,127008,90432,52896,57792,2208,0,0,0,0,0,0
2024-07-09,1,37.05075,126.5103,당진태양광,0,0,0,0,0,0,0,4032,64032,86976,66432,38304,66912,108096,91296,64320,68832,38304,2784,0,0,0,0,0
2024-07-10,1,37.05075,126.5103,당진태양광,0,0,0,0,0,0,14112,75648,188256,307584,410784,609984,653472,666624,653664,583008,420576,307296,115104,5376,0,0,0,0
2024-07-11,1,37.05075,126.5103,당진태양광,0,0,0,0,0,0,5376,37440,65472,150432,196032,236736,479712,379392,435456,376704,302688,225216,133920,18240,0,0,0,0
2024-07-12,1,37.05075,126.5103,당진태양광,0,0,0,0,0,0,0,26976,90240,168960,347424,435744,550080,668640,624672,532416,331584,250368,100608,6816,0,0,0,0
2024-07-13,1,37.05075,126.5103,당진태양광,0,0,0,0,0,0,15360,78336,166560,345696,465888,558432,582528,604032,470688,450624,386592,205920,66336,6432,0,0,0,0
2024-07-14,1,37.05075,126.5103,당진태양광,0,0,0,0,0,0,26784,102720,209856,255072,402816,415008,655200,577440,599328,573216,456576,220800,53184,7488,0,0,0,0
2024-07-15,1,37.05075,126.5103,당진태양광,0,0,0,0,0,0,1056,23424,184704,333024,526944,612864,567840,549408,240096,131232,270624,166656,42816,288,0,0,0,0
2024-07-16,1,37.05075,126.5103,당진태양광,0,0,0,0,0,0,24000,69792,198912,361344,217152,101280,85440,120288,33792,20928,59424,56736,96,0,0,0,0,0
2024-07-17,1,37.05075,126.5103,당진태양광,0,0,0,0,0,0,0,24768,81600,269664,399648,329280,79680,67104,28032,53088,24192,59520,43104,1152,0,0,0,0
2024-07-18,1,37.05075,126.5103,당진태양광,0,0,0,0,0,0,0,864,1344,1248,56928,61248,33120,21216,94176,126720,92832,68160,2688,0,0,0,0,0
2024-07-19,1,37.05075,126.5103,당진태양광,0,0,0,0,0,0,27648,96864,162336,268512,366432,258336,0,864,384,402144,316128,142080,22176,0,0,0,0,0
2024-07-20,1,37.05075,126.5103,당진태양광,0,0,0,0,0,0,960,30336,4512,34464,287712,373152,351072,418944,594720,354432,147264,129216,384,0,0,0,0,0
2024-07-21,1,37.05075,126.5103,당진태양광,0,0,0,0,0,0,9600,78048,164928,221952,179616,69408,255744,278112,499296,515808,424320,130944,10944,0,0,0,0,0
2024-07-22,1,37.05075,126.5103,당진태양광,0,0,0,0,0,0,12864,88320,116064,60192,87840,261600,176160,117984,81984,86016,160416,56736,8544,96,0,0,0,0
2024-07-23,1,37.05075,126.5103,당진태양광,0,0,0,0,0,0,384,2400,3168,25344,40416,105312,146592,151392,129216,44736,77472,3552,10080,96,0,0,0,0
2024-07-24,1,37.05075,126.5103,당진태양광,0,0,0,0,0,0,2592,60960,145728,170496,321984,456000,555648,494208,531840,550080,452544,246816,28992,2208,0,0,0,0
2024-07-25,1,37.05075,126.5103,당진태양광,0,0,0,0,0,0,22464,65184,223104,285600,433056,403392,494496,477984,388224,487872,445440,162240,83520,4608,0,0,0,0
2024-07-26,1,37.05075,126.5103,당진태양광,0,0,0,0,0,0,13152,75552,153408,346944,472704,507456,360768,483168,181824,192384,158208,203520,36864,96,0,0,0,0
2024-07-27,1,37.05075,126.5103,당진태양광,0,0,0,0,0,0,16704,76704,211200,299520,352416,234144,307584,505440,437280,371328,246720,186816,51072,96,0,0,0,0
2024-07-28,1,37.05075,126.5103,당진태양광,0,0,0,0,0,0,24000,65952,201120,284832,528672,536448,512928,523296,444576,467520,298464,183360,71040,9888,0,0,0,0
2024-07-29,1,37.05075,126.5103,당진태양광,0,0,0,0,0,0,9696,38112,176352,261504,143616,227328,468864,511584,435360,318432,67680,46272,9792,0,0,0,0,0
2024-07-30,1,37.05075,126.5103,당진태양광,0,0,0,0,0,0,2016,27552,53376,175584,347808,545568,672096,680352,667488,559584,440928,332256,112896,6432,0,0,0,0
2024-07-31,1,37.05075,126.5103,당진태양광,0,0,0,0,0,0,10656,57216,204576,341376,484416,519648,542112,583104,555456,561120,438528,271488,110592,288,0,0,0,0
2024-08-01,1,37.05075,126.5103,당진태양광,0,0,0,0,0,0,480,58752,188064,332256,352032,503904,515712,641280,598464,526848,433728,211008,77664,1632,0,0,0,0
2024-08-02,1,37.05075,126.5103,당진태양광,0,0,0,0,0,0,1056,87360,120000,187584,421824,484512,365760,628800,484416,542400,411744,160032,73152,0,0,0,0,0
2024-08-03,1,37.05075,126.5103,당진태양광,0,0,0,0,0,0,10848,66336,148320,296352,494496,588960,642528,656352,623040,549312,435648,278496,98400,1152,0,0,0,0
2024-08-04,1,37.05075,126.5103,당진태양광,0,0,0,0,0,0,2688,35040,184704,364128,494304,563808,634368,639168,610848,533568,415200,257088,91488,1536,0,0,0,0
2024-08-05,1,37.05075,126.5103,당진태양광,0,0,0,0,0,0,2496,44832,188544,339840,369792,450048,381984,336672,312576,502848,424224,267360,56064,22080,0,0,0,0
2024-08-06,1,37.05075,126.5103,당진태양광,0,0,0,0,0,0,0,18336,126912,200832,317280,486048,636192,597792,620544,440352,340512,249504,95232,0,0,0,0,0
2024-08-07,1,37.05075,126.5103,당진태양광,0,0,0,0,0,0,14496,82944,163392,78816,488352,568128,634368,646944,621408,551616,428544,266688,87072,480,0,0,0,0
2024-08-08,1,37.05075,126.5103,당진태양광,0,0,0,0,0,0,0,23424,158016,250272,238464,374592,263328,196896,462048,386976,268608,164640,73344,2400,0,0,0,0
2024-08-09,1,37.05075,126.5103,당진태양광,0,0,0,0,0,0,11616,78432,187680,403200,528576,610944,646464,646368,572448,547584,434304,303072,90528,0,0,0,0,0
2024-08-10,1,37.05075,126.5103,당진태양광,0,0,0,0,0,0,4416,46464,157536,370272,506208,555264,580512,456768,473280,419232,382176,136224,89952,0,0,0,0,0
2024-08-11,1,37.05075,126.5103,당진태양광,0,0,0,0,0,0,0,51456,188352,362208,458688,430368,583008,532416,367776,479712,396000,250944,51936,96,0,0,0,0
2024-08-12,1,37.05075,126.5103,당진태양광,0,0,0,0,0,0,3072,57600,193728,288864,466752,545472,590592,581088,584160,530784,388320,230016,81504,192,0,0,0,0
2024-08-13,1,37.05075,126.5103,당진태양광,0,0,0,0,0,0,4320,56352,160320,338400,487392,579840,626208,612960,567744,499584,358848,217632,70272,768,0,0,0,0
2024-08-14,1,37.05075,126.5103,당진태양광,0,0,0,0,0,0,2688,70944,205248,319872,487776,574368,624288,634560,598464,513216,391200,216480,63264,96,0,0,0,0
2024-08-15,1,37.05075,126.5103,당진태양광,0,0,0,0,0,0,3456,51168,155232,353760,457920,566976,604992,603168,541056,504192,310944,168192,28800,0,0,0,0,0
2024-08-16,1,37.05075,126.5103,당진태양광,0,0,0,0,0,0,7296,61536,202752,375360,513792,601728,579552,640704,623232,545664,416832,170112,43200,0,0,0,0,0
2024-08-17,1,37.05075,126.5103,당진태양광,0,0,0,0,0,0,2592,61920,210432,326400,528960,580992,574944,550368,612768,532320,403200,184608,42912,0,0,0,0,0
2024-08-18,1,37.05075,126.5103,당진태양광,0,0,0,0,0,0,3744,53952,193632,370656,507840,610656,564480,619008,611328,519744,275520,200064,83424,0,0,0,0,0
2024-08-19,1,37.05075,126.5103,당진태양광,0,0,0,0,0,0,576,62592,208800,359040,461568,563904,652800,429696,333312,498912,338016,223008,62112,0,0,0,0,0
2024-08-20,1,37.05075,126.5103,당진태양광,0,0,0,0,0,0,3840,58848,180864,361920,495840,592992,431232,540480,458880,299424,190176,199776,11904,0,0,0,0,0
2024-08-21,1,37.05075,126.5103,당진태양광,0,0,0,0,0,0,0,0,2976,29280,2400,50592,61920,79680,167520,173184,134592,103968,45216,0,0,0,0,0
2024-08-22,1,37.05075,126.5103,당진태양광,0,0,0,0,0,0,7968,67776,157056,154464,266112,312864,349536,185472,268608,249504,366432,61920,17664,0,0,0,0,0
2024-08-23,1,37.05075,126.5103,당진태양광,0,0,0,0,0,0,2304,48384,169152,143616,338304,509184,456864,298848,187584,113088,58656,94464,39456,0,0,0,0,0
2024-08-24,1,37.05075,126.5103,당진태양광,0,0,0,0,0,0,6048,73440,97728,29664,109824,121248,556128,376320,509664,487296,366048,187968,43296,0,0,0,0,0
2024-08-25,1,37.05075,126.5103,당진태양광,0,0,0,0,0,0,12576,83424,165312,349344,512160,598656,634080,637728,607200,522624,366720,148128,28896,0,0,0,0,0
2024-08-26,1,37.05075,126.5103,당진태양광,0,0,0,0,0,0,384,44832,111168,171456,284640,421632,259104,214656,305184,175200,86304,55584,0,0,0,0,0,0
2024-08-27,1,37.05075,126.5103,당진태양광,0,0,0,0,0,0,0,3648,14208,50496,83136,77760,67008,149952,256800,257472,246912,220992,54720,0,0,0,0,0
2024-08-28,1,37.05075,126.5103,당진태양광,0,0,0,0,0,0,0,21120,208896,395040,533664,625056,668256,670080,629568,539040,410784,225792,41568,0,0,0,0,0
2024-08-29,1,37.05075,126.5103,당진태양광,0,0,0,0,0,0,0,18528,209088,396384,532608,618144,666048,671232,633408,549984,417600,240864,52224,0,0,0,0,0
2024-08-30,1,37.05075,126.5103,당진태양광,0,0,0,0,0,0,4704,71232,228960,374496,506112,617184,668640,677664,645408,553440,439584,255840,50400,0,0,0,0,0
2024-08-31,1,37.05075,126.5103,당진태양광,0,0,0,0,0,0,96,31008,209280,389760,466944,574848,620544,682464,544224,566880,441984,256416,57216,0,0,0,0,0
2024-09-01,1,37.05075,126.5103,당진태양광,0,0,0,0,0,0,864,63264,209760,374496,514464,634656,683424,684480,647904,437568,174336,112128,19680,0,0,0,0,0
2024-09-02,1,37.05075,126.5103,당진태양광,0,0,0,0,0,0,0,0,768,60864,29184,56064,89664,86016,69312,29184,6048,16992,0,0,0,0,0,0
2024-09-03,1,37.05075,126.5103,당진태양광,0,0,0,0,0,0,288,56640,188640,404256,501600,600768,497472,428064,384576,356352,131616,45312,2880,0,0,0,0,0
2024-09-04,1,37.05075,126.5103,당진태양광,0,0,0,0,0,0,0,55872,171168,188736,487200,622752,645792,655872,594144,503616,381792,195456,17760,0,0,0,0,0
2024-09-05,1,37.05075,126.5103,당진태양광,0,0,0,0,0,0,96,38976,208800,389376,511392,240768,203232,254400,368064,45504,195360,7296,0,0,0,0,0,0
2024-09-06,1,37.05075,126.5103,당진태양광,0,0,0,0,0,0,0,22368,164928,274080,307008,413184,383808,240288,122112,138528,31584,0,0,0,0,0,0,0
2024-09-07,1,37.05075,126.5103,당진태양광,0,0,0,0,0,0,768,56352,157632,226176,270432,473856,674208,684576,639456,536064,395232,193440,23040,0,0,0,0,0
2024-09-08,1,37.05075,126.5103,당진태양광,0,0,0,0,0,0,192,50304,221856,363840,326304,433632,668736,674976,625344,526752,382560,186624,22656,0,0,0,0,0
2024-09-09,1,37.05075,126.5103,당진태양광,0,0,0,0,0,0,192,42720,194208,368832,512832,582048,615456,639552,592608,494304,344160,161856,16320,0,0,0,0,0
2024-09-10,1,37.05075,126.5103,당진태양광,0,0,0,0,0,0,576,52608,187104,355392,487392,576288,610272,192672,0,39072,365856,164256,14304,0,0,0,0,0
2024-09-11,1,37.05075,126.5103,당진태양광,0,0,0,0,0,0,96,44448,199104,361248,517344,370080,561984,338688,175008,115968,58464,21408,576,0,0,0,0,0
2024-09-12,1,37.05075,126.5103,당진태양광,0,0,0,0,0,0,0,32832,38784,32544,90720,139392,183840,93888,99936,66048,41760,26496,0,0,0,0,0,0
2024-09-13,1,37.05075,126.5103,당진태양광,0,0,0,0,0,0,2976,9696,62496,215328,309600,183360,132672,91392,68640,48480,28416,1728,0,0,0,0,0,0
2024-09-14,1,37.05075,126.5103,당진태양광,0,0,0,0,0,0,0,2112,47712,153408,290976,99744,409152,545760,619200,489408,343584,178272,10272,0,0,0,0,0
2024-09-15,1,37.05075,126.5103,당진태양광,0,0,0,0,0,0,0,43008,215808,382560,526368,597504,651840,638784,590880,488448,287616,128640,6912,0,0,0,0,0
2024-09-16,1,37.05075,126.5103,당진태양광,0,0,0,0,0,0,0,45216,206400,396480,473376,464736,635616,622752,664416,531744,391680,115776,96,0,0,0,0,0
2024-09-17,1,37.05075,126.5103,당진태양광,0,0,0,0,0,0,0,40608,148128,302880,455616,626496,619008,577632,509568,394848,282624,98112,11328,0,0,0,0,0
2024-09-18,1,37.05075,126.5103,당진태양광,0,0,0,0,0,0,0,43584,113280,214080,550464,408768,468672,556704,603840,499968,376128,125472,3360,0,0,0,0,0
2024-09-19,1,37.05075,126.5103,당진태양광,0,0,0,0,0,0,0,18336,135744,225600,310656,374592,308448,384768,411744,403104,142464,65952,96,0,0,0,0,0
2024-09-20,1,37.05075,126.5103,당진태양광,0,0,0,0,0,0,1248,68448,113088,48288,150240,46176,0,25440,35424,34464,4800,0,0,0,0,0,0,0
2024-09-21,1,37.05075,126.5103,당진태양광,0,0,0,0,0,0,0,384,7104,59040,76608,106176,117120,178176,192768,123744,44928,8832,768,0,0,0,0,0
2024-09-22,1,37.05075,126.5103,당진태양광,0,0,0,0,0,0,96,23520,93024,204576,247968,233856,376032,492192,177888,184416,184608,15744,0,0,0,0,0,0
2024-09-23,1,37.05075,126.5103,당진태양광,0,0,0,0,0,0,0,36000,234432,433824,580896,671424,708576,703200,651456,548832,386592,154272,288,0,0,0,0,0
2024-09-24,1,37.05075,126.5103,당진태양광,0,0,0,0,0,0,0,36768,231936,433152,533088,585792,684384,693696,624480,420576,367968,138240,0,0,0,0,0,0
2024-09-25,1,37.05075,126.5103,당진태양광,0,0,0,0,0,0,0,43680,79104,65088,102144,461568,678432,671616,554016,508128,299424,72960,192,0,0,0,0,0
2024-09-26,1,37.05075,126.5103,당진태양광,0,0,0,0,0,0,0,26688,208992,366816,476928,497856,621696,649920,627264,500640,357216,129984,288,0,0,0,0,0
2024-09-27,1,37.05075,126.5103,당진태양광,0,0,0,0,0,0,0,56352,196896,221952,433248,606144,613152,610272,569088,450816,300864,111456,672,0,0,0,0,0
2024-09-28,1,37.05075,126.5103,당진태양광,0,0,0,0,0,0,0,35712,215040,403392,545664,633984,668736,660480,607584,513792,219360,61824,0,0,0,0,0,0
2024-09-29,1,37.05075,126.5103,당진태양광,0,0,0,0,0,0,0,54624,219168,412896,561504,645792,673440,665184,613344,508512,280032,80064,0,0,0,0,0,0
2024-09-30,1,37.05075,126.5103,당진태양광,0,0,0,0,0,0,0,42528,264000,249696,470784,572064,655104,520896,29088,190176,245856,33024,0,0,0,0,0,0
2024-10-01,1,37.05075,126.5103,당진태양광,0,0,0,0,0,0,0,96,576,52032,84288,79488,114336,153024,225792,282432,127584,74496,192,0,0,0,0,0
2024-10-02,1,37.05075,126.5103,당진태양광,0,0,0,0,0,0,0,24768,119712,409248,605760,686784,729984,719328,588576,481248,387552,101184,0,0,0,0,0,0
2024-10-03,1,37.05075,126.5103,당진태양광,0,0,0,0,0,0,0,40224,239328,438432,582336,667584,705792,702432,449856,225408,95136,63360,0,0,0,0,0,0
2024-10-04,1,37.05075,126.5103,당진태양광,0,0,0,0,0,0,0,37536,235392,438048,587232,674016,708480,692640,632352,521472,348384,81600,0,0,0,0,0,0
2024-10-05,1,37.05075,126.5103,당진태양광,0,0,0,0,0,0,0,36096,230976,444192,465984,590016,641760,481056,521184,467424,309696,68640,0,0,0,0,0,0
2024-10-06,1,37.05075,126.5103,당진태양광,0,0,0,0,0,0,0,2016,63744,77280,68448,45888,59616,109248,92064,60768,22560,480,0,0,0,0,0,0
2024-10-07,1,37.05075,126.5103,당진태양광,0,0,0,0,0,0,0,12384,88320,208800,302880,234912,187584,216480,194688,123840,33600,1152,0,0,0,0,0,0
2024-10-08,1,37.05075,126.5103,당진태양광,0,0,0,0,0,0,0,39936,200640,328512,190752,358848,486528,583776,582240,463584,243264,44832,0,0,0,0,0,0
2024-10-09,1,37.05075,126.5103,당진태양광,0,0,0,0,0,0,0,36576,214752,413856,544416,602688,520224,523584,423456,403584,154656,37152,0,0,0,0,0,0
2024-10-10,1,37.05075,126.5103,당진태양광,0,0,0,0,0,0,0,68160,110592,146592,442464,266400,495936,550368,598944,478944,300576,39648,0,0,0,0,0,0
2024-10-11,1,37.05075,126.5103,당진태양광,0,0,0,0,0,0,0,43776,187104,360288,508704,593088,627264,610272,547392,419040,219168,28128,0,0,0,0,0,0
2024-10-12,1,37.05075,126.5103,당진태양광,0,0,0,0,0,0,0,33792,204480,402912,461088,645024,686208,680352,626784,514848,332256,23232,0,0,0,0,0,0
2024-10-13,1,37.05075,126.5103,당진태양광,0,0,0,0,0,0,0,35424,209664,349632,361728,411744,396000,236736,160224,143904,53472,1536,0,0,0,0,0,0
2024-10-14,1,37.05075,126.5103,당진태양광,0,0,0,0,0,0,0,0,51648,99264,87168,122592,160896,102720,94752,28032,6144,0,0,0,0,0,0,0
2024-10-15,1,37.05075,126.5103,당진태양광,0,0,0,0,0,0,0,0,2496,50784,129888,78336,166368,187296,158304,106272,40032,28128,0,0,0,0,0,0
2024-10-16,1,37.05075,126.5103,당진태양광,0,0,0,0,0,0,0,33120,144384,171456,260640,493248,517920,529056,557088,418656,242784,20160,0,0,0,0,0,0
2024-10-17,1,37.05075,126.5103,당진태양광,0,0,0,0,0,0,0,22272,127008,380544,454272,602112,636672,616320,535392,401856,204576,13920,0,0,0,0,0,0
2024-10-18,1,37.05075,126.5103,당진태양광,0,0,0,0,0,0,0,9792,6336,14400,4224,96,96,0,0,0,2976,0,0,0,0,0,0,0
2024-10-19,1,37.05075,126.5103,당진태양광,0,0,0,0,0,0,0,0,39552,91488,284352,484224,652992,437568,350208,431904,118464,0,0,0,0,0,0,0
2024-10-20,1,37.05075,126.5103,당진태양광,0,0,0,0,0,0,0,35520,229152,429408,567360,633600,639744,628512,561216,469632,229152,16704,0,0,0,0,0,0
2024-10-21,1,37.05075,126.5103,당진태양광,0,0,0,0,0,0,0,16032,25248,112224,354336,222720,288288,271872,283584,187776,30816,96,0,0,0,0,0,0
2024-10-22,1,37.05075,126.5103,당진태양광,0,0,0,0,0,0,0,96,17280,7872,33600,63552,51360,80544,27744,1056,0,0,0,0,0,0,0,0
2024-10-23,1,37.05075,126.5103,당진태양광,0,0,0,0,0,0,0,288,23424,145632,228384,345696,504768,620256,592512,424992,215616,11712,0,0,0,0,0,0
2024-10-24,1,37.05075,126.5103,당진태양광,0,0,0,0,0,0,0,31296,213888,405024,536928,635808,670752,647616,570144,435456,180576,10176,0,0,0,0,0,0
2024-10-25,1,37.05075,126.5103,당진태양광,0,0,0,0,0,0,0,27936,208032,408960,549888,640704,660288,581952,421824,200736,80352,1248,0,0,0,0,0,0
2024-10-26,1,37.05075,126.5103,당진태양광,0,0,0,0,0,0,0,28320,203136,399264,547584,628032,665760,646272,568320,436608,174720,8448,0,0,0,0,0,0
2024-10-27,1,37.05075,126.5103,당진태양광,0,0,0,0,0,0,0,3456,62304,198528,233664,176448,165408,209952,108864,13728,768,0,0,0,0,0,0,0
2024-10-28,1,37.05075,126.5103,당진태양광,0,0,0,0,0,0,0,1344,69216,330528,275808,261504,482016,375168,289824,185664,30720,96,0,0,0,0,0,0
2024-10-29,1,37.05075,126.5103,당진태양광,0,0,0,0,0,0,0,960,54048,259968,255360,364224,360576,217536,348000,208416,52032,960,0,0,0,0,0,0
2024-10-30,1,37.05075,126.5103,당진태양광,0,0,0,0,0,0,0,21408,186432,372288,523872,611328,658080,634080,562368,427392,142176,4512,0,0,0,0,0,0
2024-10-31,1,37.05075,126.5103,당진태양광,0,0,0,0,0,0,0,18432,185856,376800,478464,535584,621984,639936,548448,421632,133344,2304,0,0,0,0,0,0
2024-11-01,1,37.05075,126.5103,당진태양광,0,0,0,0,0,0,0,0,672,13440,107808,145632,162432,172800,146784,74400,22368,0,0,0,0,0,0,0
