날짜,설비용량(메가와트),경도,위도,발전기명,01시,02시,03시,04시,05시,06시,07시,08시,09시,10시,11시,12시,13시,14시,15시,16시,17시,18시,19시,20시,21시,22시,23시,24시
2024-11-25,0.7,37.05075,126.5103,당진자재창고태양광,0,0,0,0,0,0,0,1728,49872,172080,295440,385440,320208,278784,124896,116976,24000,1152,0,0,0,0,0,0
2024-11-26,0.7,37.05075,126.5103,당진자재창고태양광,0,0,0,0,0,0,0,0,6480,81456,177552,149664,216864,182016,225552,73920,13584,0,0,0,0,0,0,0
2024-11-27,0.7,37.05075,126.5103,당진자재창고태양광,0,0,0,0,0,0,0,0,528,16032,30000,64896,140688,107424,28080,10416,48,0,0,0,0,0,0,0
2024-11-28,0.7,37.05075,126.5103,당진자재창고태양광,0,0,0,0,0,0,0,0,4032,26544,33024,59136,87888,94944,52656,25488,4560,192,0,0,0,0,0,0
2024-11-29,0.7,37.05075,126.5103,당진자재창고태양광,0,0,0,0,0,0,0,1200,57456,197568,320880,399024,403824,155760,59520,100320,83424,288,0,0,0,0,0,0
2024-11-30,0.7,37.05075,126.5103,당진자재창고태양광,0,0,0,0,0,0,0,1344,45264,42528,52992,18048,20400,81984,178752,216624,36624,48,0,0,0,0,0,0
2024-12-01,0.7,37.05075,126.5103,당진자재창고태양광,0,0,0,0,0,0,0,528,32640,93120,225840,193728,174528,141552,68112,59760,32640,432,0,0,0,0,0,0
2024-12-02,0.7,37.05075,126.5103,당진자재창고태양광,0,0,0,0,0,0,0,528,39840,128736,201360,221952,142992,174288,113520,89040,38352,1152,0,0,0,0,0,0
2024-12-03,0.7,37.05075,126.5103,당진자재창고태양광,0,0,0,0,0,0,0,192,31488,120096,285552,396048,430896,457008,387792,211248,77184,1008,0,0,0,0,0,0
2024-12-04,0.7,37.05075,126.5103,당진자재창고태양광,0,0,0,0,0,0,0,528,39600,165600,307488,398064,433200,419568,355776,188064,73440,1440,0,0,0,0,0,0
2024-12-05,0.7,37.05075,126.5103,당진자재창고태양광,0,0,0,0,0,0,0,240,19152,124512,290880,370704,342288,86544,117696,33120,18528,96,0,0,0,0,0,0
2024-12-06,0.7,37.05075,126.5103,당진자재창고태양광,0,0,0,0,0,0,0,144,36816,162720,310080,409200,449616,283296,316272,138720,39072,144,0,0,0,0,0,0
2024-12-07,0.7,37.05075,126.5103,당진자재창고태양광,0,0,0,0,0,0,0,48,30576,95376,187584,267840,363552,231552,154464,100032,38400,1008,0,0,0,0,0,0
2024-12-08,0.7,37.05075,126.5103,당진자재창고태양광,0,0,0,0,0,0,0,0,22512,161760,314784,416928,455760,444576,367392,208752,69264,1392,0,0,0,0,0,0
2024-12-09,0.7,37.05075,126.5103,당진자재창고태양광,0,0,0,0,0,0,0,192,33600,150816,80016,108912,126720,123408,59952,45360,9984,48,0,0,0,0,0,0
2024-12-10,0.7,37.05075,126.5103,당진자재창고태양광,0,0,0,0,0,0,0,144,32448,144384,278304,373872,368880,401856,313584,165840,53952,912,0,0,0,0,0,0
2024-12-11,0.7,37.05075,126.5103,당진자재창고태양광,0,0,0,0,0,0,0,0,21312,93600,198000,314736,358608,385968,323952,190608,67248,1440,0,0,0,0,0,0
2024-12-12,0.7,37.05075,126.5103,당진자재창고태양광,0,0,0,0,0,0,0,48,30720,150576,299856,397968,434688,342000,160704,82800,57888,2016,0,0,0,0,0,0
2024-12-13,0.7,37.05075,126.5103,당진자재창고태양광,0,0,0,0,0,0,0,0,5856,20784,0,0,0,0,125136,110688,41952,1728,0,0,0,0,0,0
2024-12-14,0.7,37.05075,126.5103,당진자재창고태양광,0,0,0,0,0,0,0,0,12624,89520,154464,115152,154704,256464,106272,215040,59280,528,0,0,0,0,0,0
2024-12-15,0.7,37.05075,126.5103,당진자재창고태양광,0,0,0,0,0,0,0,0,1680,23136,99024,93888,149136,368832,352128,110448,27024,144,0,0,0,0,0,0
2024-12-16,0.7,37.05075,126.5103,당진자재창고태양광,0,0,0,0,0,0,0,48,24048,66384,147648,138000,73152,39888,24144,37056,1776,0,0,0,0,0,0,0
2024-12-17,0.7,37.05075,126.5103,당진자재창고태양광,0,0,0,0,0,0,0,0,13920,128400,272688,344352,273216,158976,231936,102048,20880,336,0,0,0,0,0,0
2024-12-18,0.7,37.05075,126.5103,당진자재창고태양광,0,0,0,0,0,0,0,0,13152,99024,187536,269328,399024,395136,373584,230160,95232,2208,0,0,0,0,0,0
2024-12-19,0.7,37.05075,126.5103,당진자재창고태양광,0,0,0,0,0,0,0,0,32256,148080,278016,373872,422784,420384,341952,180432,55392,528,0,0,0,0,0,0
2024-12-20,0.7,37.05075,126.5103,당진자재창고태양광,0,0,0,0,0,0,0,0,4368,10992,35472,26160,11760,69792,71424,87552,23136,576,0,0,0,0,0,0
2024-12-21,0.7,37.05075,126.5103,당진자재창고태양광,0,0,0,0,0,0,0,0,4080,24096,20928,44592,30000,54624,17424,46752,67200,672,0,0,0,0,0,0
2024-12-22,0.7,37.05075,126.5103,당진자재창고태양광,0,0,0,0,0,0,0,0,31488,159168,303120,410592,456624,411216,340032,227904,91440,2112,0,0,0,0,0,0
2024-12-23,0.7,37.05075,126.5103,당진자재창고태양광,0,0,0,0,0,0,0,0,25488,145200,126576,264432,374496,429216,363456,208128,73776,1488,0,0,0,0,0,0
2024-12-24,0.7,37.05075,126.5103,당진자재창고태양광,0,0,0,0,0,0,0,0,23184,130704,273888,381840,432864,437184,368160,211392,85344,1632,0,0,0,0,0,0
2024-12-25,0.7,37.05075,126.5103,당진자재창고태양광,0,0,0,0,0,0,0,0,7104,39600,82992,154224,369360,298032,270000,139968,42384,336,0,0,0,0,0,0
2024-12-26,0.7,37.05075,126.5103,당진자재창고태양광,0,0,0,0,0,0,0,0,21024,139872,219936,306912,442896,332064,342384,194592,92880,1536,0,0,0,0,0,0
2024-12-27,0.7,37.05075,126.5103,당진자재창고태양광,0,0,0,0,0,0,0,0,20160,111312,176976,160128,235632,197328,257280,156624,19152,96,0,0,0,0,0,0
2024-12-28,0.7,37.05075,126.5103,당진자재창고태양광,0,0,0,0,0,0,0,0,12816,84528,170832,175536,412128,446256,263856,65520,23520,528,0,0,0,0,0,0
2024-12-29,0.7,37.05075,126.5103,당진자재창고태양광,0,0,0,0,0,0,0,0,22752,121008,250464,349920,274944,144864,256800,85296,35280,1584,0,0,0,0,0,0
2024-12-30,0.7,37.05075,126.5103,당진자재창고태양광,0,0,0,0,0,0,0,0,10368,42384,216672,234912,340416,256992,212928,114864,33456,144,0,0,0,0,0,0
2024-12-31,0.7,37.05075,126.5103,당진자재창고태양광,0,0,0,0,0,0,0,0,25776,139968,280368,385920,440160,446016,387648,236352,102720,5280,0,0,0,0,0,0
2025-01-01,0.7,37.05075,126.5103,당진자재창고태양광,0,0,0,0,0,0,0,0,18576,113904,239760,335424,387456,392928,334560,202224,76272,3360,0,0,0,0,0,0
2025-01-02,0.7,37.05075,126.5103,당진자재창고태양광,0,0,0,0,0,0,0,0,23376,123648,250560,363648,420528,426480,369312,232176,98640,5232,0,0,0,0,0,0
2025-01-03,0.7,37.05075,126.5103,당진자재창고태양광,0,0,0,0,0,0,0,0,19440,121680,261216,364032,412464,309408,130032,50832,76608,2064,0,0,0,0,0,0
2025-01-04,0.7,37.05075,126.5103,당진자재창고태양광,0,0,0,0,0,0,0,0,19920,120288,263856,364896,352992,132912,126000,148704,60144,4512,0,0,0,0,0,0
2025-01-05,0.7,37.05075,126.5103,당진자재창고태양광,0,0,0,0,0,0,0,0,336,46080,11328,23664,13872,50112,121584,116784,34944,2832,0,0,0,0,0,0
2025-01-06,0.7,37.05075,126.5103,당진자재창고태양광,0,0,0,0,0,0,0,0,3792,33264,74064,93696,123888,109776,100320,68112,75024,6528,0,0,0,0,0,0
2025-01-07,0.7,37.05075,126.5103,당진자재창고태양광,0,0,0,0,0,0,0,0,22944,127872,125328,90192,232560,314256,238224,42624,15456,1056,0,0,0,0,0,0
2025-01-08,0.7,37.05075,126.5103,당진자재창고태양광,0,0,0,0,0,0,0,0,768,18432,45840,81312,54480,19728,53328,76128,24480,1200,0,0,0,0,0,0
2025-01-09,0.7,37.05075,126.5103,당진자재창고태양광,0,0,0,0,0,0,0,0,12528,46656,61440,148272,289056,332784,249072,145584,35328,1104,0,0,0,0,0,0
2025-01-10,0.7,37.05075,126.5103,당진자재창고태양광,0,0,0,0,0,0,0,0,20496,69264,171600,280848,442512,478800,432096,290592,127104,3648,0,0,0,0,0,0
2025-01-11,0.7,37.05075,126.5103,당진자재창고태양광,0,0,0,0,0,0,0,0,23424,113424,213552,261264,280416,446352,378048,233472,57552,1248,0,0,0,0,0,0
2025-01-12,0.7,37.05075,126.5103,당진자재창고태양광,0,0,0,0,0,0,0,0,19488,119760,251184,346800,392976,390384,344592,210192,86592,7296,0,0,0,0,0,0
2025-01-13,0.7,37.05075,126.5103,당진자재창고태양광,0,0,0,0,0,0,0,0,2496,75072,86112,233952,276384,220608,66816,9216,12768,0,0,0,0,0,0,0
2025-01-14,0.7,37.05075,126.5103,당진자재창고태양광,0,0,0,0,0,0,0,0,16224,92448,191424,301632,379152,290736,171312,130704,26544,1056,0,0,0,0,0,0
2025-01-15,0.7,37.05075,126.5103,당진자재창고태양광,0,0,0,0,0,0,0,0,15360,106944,234384,331200,479424,481440,459744,294336,138384,12576,0,0,0,0,0,0
2025-01-16,0.7,37.05075,126.5103,당진자재창고태양광,0,0,0,0,0,0,0,0,0,9072,51984,116784,237744,174240,275664,62496,13344,0,0,0,0,0,0,0
2025-01-17,0.7,37.05075,126.5103,당진자재창고태양광,0,0,0,0,0,0,0,0,21984,126336,273792,386784,437328,453936,426960,306336,146832,20976,0,0,0,0,0,0
2025-01-18,0.7,37.05075,126.5103,당진자재창고태양광,0,0,0,0,0,0,0,0,26256,131520,274992,371520,356880,365088,278544,152544,60288,11952,0,0,0,0,0,0
2025-01-19,0.7,37.05075,126.5103,당진자재창고태양광,0,0,0,0,0,0,0,0,19392,79680,157056,336432,146976,307200,139920,132576,49680,9216,0,0,0,0,0,0
2025-01-20,0.7,37.05075,126.5103,당진자재창고태양광,0,0,0,0,0,0,0,0,3840,73248,190416,120720,76656,150816,177456,53328,39600,5568,0,0,0,0,0,0
2025-01-21,0.7,37.05075,126.5103,당진자재창고태양광,0,0,0,0,0,0,0,0,15744,84720,204576,293424,334560,271824,244944,166080,71232,7632,0,0,0,0,0,0
2025-01-22,0.7,37.05075,126.5103,당진자재창고태양광,0,0,0,0,0,0,0,0,672,22512,96576,262512,277776,313296,252432,146064,71280,14112,0,0,0,0,0,0
2025-01-23,0.7,37.05075,126.5103,당진자재창고태양광,0,0,0,0,0,0,0,0,22992,131328,284112,404160,461568,463056,439584,336192,161184,30336,0,0,0,0,0,0
2025-01-24,0.7,37.05075,126.5103,당진자재창고태양광,0,0,0,0,0,0,0,0,27552,135264,279360,390384,437520,436752,390144,285648,132288,24096,0,0,0,0,0,0
2025-01-25,0.7,37.05075,126.5103,당진자재창고태양광,0,0,0,0,0,0,0,0,33456,144864,290448,400704,449280,461520,432000,332640,156624,29904,0,0,0,0,0,0
2025-01-26,0.7,37.05075,126.5103,당진자재창고태양광,0,0,0,0,0,0,0,0,16608,97392,266160,160464,108768,120672,85152,83952,33984,6384,0,0,0,0,0,0
2025-01-27,0.7,37.05075,126.5103,당진자재창고태양광,0,0,0,0,0,0,0,0,240,18192,64272,141408,330720,332400,62976,97296,2496,0,0,0,0,0,0,0
2025-01-28,0.7,37.05075,126.5103,당진자재창고태양광,0,0,0,0,0,0,0,0,528,14448,41424,39408,63216,81648,64560,56976,24048,2016,0,0,0,0,0,0
2025-01-29,0.7,37.05075,126.5103,당진자재창고태양광,0,0,0,0,0,0,0,0,12528,65232,89232,165264,185232,277104,369936,321696,127680,30720,0,0,0,0,0,0
2025-01-30,0.7,37.05075,126.5103,당진자재창고태양광,0,0,0,0,0,0,0,0,9072,69024,266880,350208,394512,428160,386112,268176,100800,25296,0,0,0,0,0,0
2025-01-31,0.7,37.05075,126.5103,당진자재창고태양광,0,0,0,0,0,0,0,0,20496,84720,130032,140784,98784,44352,44448,18672,2304,0,0,0,0,0,0,0
2025-02-01,0.7,37.05075,126.5103,당진자재창고태양광,0,0,0,0,0,0,0,0,12960,54240,125760,223872,331056,422688,415920,328896,166800,36096,0,0,0,0,0,0
2025-02-02,0.7,37.05075,126.5103,당진자재창고태양광,0,0,0,0,0,0,0,96,25344,143040,234768,370896,452688,445104,420816,224064,123984,22176,0,0,0,0,0,0
2025-02-03,0.7,37.05075,126.5103,당진자재창고태양광,0,0,0,0,0,0,0,144,44016,173088,337344,459504,506880,507408,454032,338352,139008,22128,0,0,0,0,0,0
2025-02-04,0.7,37.05075,126.5103,당진자재창고태양광,0,0,0,0,0,0,0,0,18672,87936,88512,214944,287040,380592,394224,234000,118848,29280,0,0,0,0,0,0
2025-02-05,0.7,37.05075,126.5103,당진자재창고태양광,0,0,0,0,0,0,0,480,35952,129504,298032,386112,369072,471264,486240,377856,81072,13248,0,0,0,0,0,0
2025-02-06,0.7,37.05075,126.5103,당진자재창고태양광,0,0,0,0,0,0,0,672,47904,165792,327648,427824,481104,276624,195696,23376,25872,10752,0,0,0,0,0,0
2025-02-07,0.7,37.05075,126.5103,당진자재창고태양광,0,0,0,0,0,0,0,0,2160,9648,97392,115920,145152,188928,182304,153120,77328,16368,0,0,0,0,0,0
2025-02-08,0.7,37.05075,126.5103,당진자재창고태양광,0,0,0,0,0,0,0,720,54192,75456,120432,248688,318432,364800,446016,415920,208944,62160,240,0,0,0,0,0
2025-02-09,0.7,37.05075,126.5103,당진자재창고태양광,0,0,0,0,0,0,0,672,34800,159024,282624,373200,308160,494400,112416,61296,28752,21744,0,0,0,0,0,0
2025-02-10,0.7,37.05075,126.5103,당진자재창고태양광,0,0,0,0,0,0,0,336,16512,63024,66960,83376,96240,293040,415392,393936,239136,67680,432,0,0,0,0,0
2025-02-11,0.7,37.05075,126.5103,당진자재창고태양광,0,0,0,0,0,0,0,960,48864,169632,310512,412512,463056,467616,441840,367968,207408,53760,768,0,0,0,0,0
2025-02-12,0.7,37.05075,126.5103,당진자재창고태양광,0,0,0,0,0,0,0,0,0,4944,25200,35376,83712,42768,63696,77040,24528,15504,48,0,0,0,0,0
2025-02-13,0.7,37.05075,126.5103,당진자재창고태양광,0,0,0,0,0,0,0,1200,55344,189456,343392,444432,503952,515952,488736,413184,247200,67536,240,0,0,0,0,0
2025-02-14,0.7,37.05075,126.5103,당진자재창고태양광,0,0,0,0,0,0,0,1584,53664,166080,307824,403536,455136,455712,407472,314352,183984,47568,576,0,0,0,0,0
2025-02-15,0.7,37.05075,126.5103,당진자재창고태양광,0,0,0,0,0,0,0,576,26016,106032,243312,217104,181536,142992,250896,165216,72816,16704,96,0,0,0,0,0
2025-02-16,0.7,37.05075,126.5103,당진자재창고태양광,0,0,0,0,0,0,0,3696,40752,147024,250896,341280,285552,250320,351744,143328,53376,21552,0,0,0,0,0,0
2025-02-17,0.7,37.05075,126.5103,당진자재창고태양광,0,0,0,0,0,0,0,1968,59904,197088,357408,466224,524592,543744,518880,441696,287520,80976,1104,0,0,0,0,0
2025-02-18,0.7,37.05075,126.5103,당진자재창고태양광,0,0,0,0,0,0,0,2304,63360,203088,361344,463344,519600,529104,499536,432576,290256,87744,1296,0,0,0,0,0
2025-02-19,0.7,37.05075,126.5103,당진자재창고태양광,0,0,0,0,0,0,0,2448,64224,200976,347568,460752,527280,537648,514224,444816,294672,87552,1680,0,0,0,0,0
2025-02-20,0.7,37.05075,126.5103,당진자재창고태양광,0,0,0,0,0,0,0,2640,59136,195600,351888,462768,521712,543504,511968,445152,302832,85920,1680,0,0,0,0,0
2025-02-21,0.7,37.05075,126.5103,당진자재창고태양광,0,0,0,0,0,0,0,1968,60240,198000,312288,403008,513600,532608,501696,419424,271200,79824,1584,0,0,0,0,0
2025-02-22,0.7,37.05075,126.5103,당진자재창고태양광,0,0,0,0,0,0,0,336,23184,157344,307728,452016,519648,530496,504864,430080,288720,83472,2016,0,0,0,0,0
2025-02-23,0.7,37.05075,126.5103,당진자재창고태양광,0,0,0,0,0,0,0,3168,62640,134592,266976,315648,391248,195888,458928,255552,154848,63552,1632,0,0,0,0,0
2025-02-24,0.7,37.05075,126.5103,당진자재창고태양광,0,0,0,0,0,0,0,3744,67632,208512,357408,464352,522288,540624,512736,437376,304656,96480,2592,0,0,0,0,0
2025-02-25,0.7,37.05075,126.5103,당진자재창고태양광,0,0,0,0,0,0,0,5040,74688,204816,349968,280848,285888,230112,230016,206976,93744,30720,1392,0,0,0,0,0
2025-02-26,0.7,37.05075,126.5103,당진자재창고태양광,0,0,0,0,0,0,0,6288,73248,206832,362448,457920,508464,520848,491232,420768,298416,97536,2976,0,0,0,0,0
2025-02-27,0.7,37.05075,126.5103,당진자재창고태양광,0,0,0,0,0,0,0,6000,70416,202656,347904,440160,491760,474480,334416,272592,185424,69408,2544,0,0,0,0,0
2025-02-28,0.7,37.05075,126.5103,당진자재창고태양광,0,0,0,0,0,0,0,288,34320,56880,84960,163824,227040,233616,374496,386496,259584,82224,3456,0,0,0,0,0
2025-03-01,0.7,37.05075,126.5103,당진자재창고태양광,0,0,0,0,0,0,0,3888,17712,78240,169584,332592,106848,82368,52752,138480,65424,12624,0,0,0,0,0,0
2025-03-02,0.7,37.05075,126.5103,당진자재창고태양광,0,0,0,0,0,0,0,3360,20832,65184,122208,174384,269088,77616,6816,2496,624,288,0,0,0,0,0,0
2025-03-03,0.7,37.05075,126.5103,당진자재창고태양광,0,0,0,0,0,0,0,192,22464,80352,262368,344304,429024,404400,273648,127008,66240,15600,816,0,0,0,0,0
2025-03-04,0.7,37.05075,126.5103,당진자재창고태양광,0,0,0,0,0,0,0,576,2208,22704,71376,71328,88656,97728,168240,271872,169008,83472,2592,0,0,0,0,0
2025-03-05,0.7,37.05075,126.5103,당진자재창고태양광,0,0,0,0,0,0,0,864,21552,59328,75936,106896,131376,160128,257424,160800,143952,85056,2592,0,0,0,0,0
2025-03-06,0.7,37.05075,126.5103,당진자재창고태양광,0,0,0,0,0,0,0,10800,86112,225744,373152,467328,521472,528816,498192,423744,293568,107040,6240,0,0,0,0,0
2025-03-07,0.7,37.05075,126.5103,당진자재창고태양광,0,0,0,0,0,0,0,12000,89040,224064,360096,424800,429936,438576,364032,317328,208464,72816,4464,0,0,0,0,0
2025-03-08,0.7,37.05075,126.5103,당진자재창고태양광,0,0,0,0,0,0,0,11328,79104,189552,342768,425856,479616,494544,465312,373680,241728,84816,5520,0,0,0,0,0
2025-03-09,0.7,37.05075,126.5103,당진자재창고태양광,0,0,0,0,0,0,0,14880,91488,211296,340944,433920,477168,467904,413328,326640,235920,101184,7440,0,0,0,0,0
2025-03-10,0.7,37.05075,126.5103,당진자재창고태양광,0,0,0,0,0,0,0,13200,72576,214800,345792,426480,476928,475968,459264,398160,277488,103008,7776,0,0,0,0,0
2025-03-11,0.7,37.05075,126.5103,당진자재창고태양광,0,0,0,0,0,0,0,18528,102528,233280,371664,455328,500208,503040,481632,408432,292560,112848,6720,0,0,0,0,0
2025-03-12,0.7,37.05075,126.5103,당진자재창고태양광,0,0,0,0,0,0,0,1104,17280,61152,144624,205632,192528,140160,134448,65184,24768,1104,672,0,0,0,0,0
2025-03-13,0.7,37.05075,126.5103,당진자재창고태양광,0,0,0,0,0,0,0,7632,57552,132912,301392,436176,420384,474960,484464,404400,300576,119184,8736,0,0,0,0,0
2025-03-14,0.7,37.05075,126.5103,당진자재창고태양광,0,0,0,0,0,0,0,17664,96432,231024,358656,442752,479808,476928,452928,375120,252432,92496,6000,0,0,0,0,0
2025-03-15,0.7,37.05075,126.5103,당진자재창고태양광,0,0,0,0,0,0,0,4848,70320,208704,126192,337440,449136,455568,453936,320208,236496,49008,7488,0,0,0,0,0
2025-03-16,0.7,37.05075,126.5103,당진자재창고태양광,0,0,0,0,0,0,0,7392,34032,82032,77664,208992,392832,508368,514992,439056,313776,130848,12288,0,0,0,0,0
2025-03-17,0.7,37.05075,126.5103,당진자재창고태양광,0,0,0,0,0,0,0,17328,109968,264672,398832,429840,431088,513264,444816,327216,255360,96432,7056,0,0,0,0,0
2025-03-18,0.7,37.05075,126.5103,당진자재창고태양광,0,0,0,0,0,0,0,0,2928,14976,17616,41568,154176,243024,476736,419184,266304,124944,14448,0,0,0,0,0
2025-03-19,0.7,37.05075,126.5103,당진자재창고태양광,0,0,0,0,0,0,0,21984,115632,253536,388704,489552,540672,547872,521184,452064,326592,126624,10416,0,0,0,0,0
2025-03-20,0.7,37.05075,126.5103,당진자재창고태양광,0,0,0,0,0,0,0,25248,113376,252000,386880,465984,508560,513648,484608,405648,281520,112704,11808,0,0,0,0,0
2025-03-21,0.7,37.05075,126.5103,당진자재창고태양광,0,0,0,0,0,0,0,24912,114288,253248,375168,453168,496752,506784,476064,398688,301728,125856,10272,0,0,0,0,0
2025-03-22,0.7,37.05075,126.5103,당진자재창고태양광,0,0,0,0,0,0,0,25008,111504,249456,375888,452736,493104,495744,471648,409200,296640,117552,11760,0,0,0,0,0
2025-03-23,0.7,37.05075,126.5103,당진자재창고태양광,0,0,0,0,0,0,144,27648,114336,246000,366384,443616,484896,495552,359040,226128,118464,51072,3792,0,0,0,0,0
2025-03-24,0.7,37.05075,126.5103,당진자재창고태양광,0,0,0,0,0,0,0,22224,74688,219216,334800,412560,454272,461664,422448,318960,211872,78960,13824,0,0,0,0,0
2025-03-25,0.7,37.05075,126.5103,당진자재창고태양광,0,0,0,0,0,0,0,16752,112800,208464,234432,381024,350880,389616,291888,278592,228720,123984,14640,0,0,0,0,0
2025-03-26,0.7,37.05075,126.5103,당진자재창고태양광,0,0,0,0,0,0,432,32544,123216,254880,372192,436368,460176,468336,417984,348720,218832,93312,11040,0,0,0,0,0
2025-03-27,0.7,37.05075,126.5103,당진자재창고태양광,0,0,0,0,0,0,0,2496,20784,79056,186624,261648,179952,365856,308160,234288,99408,70800,22176,0,0,0,0,0
2025-03-28,0.7,37.05075,126.5103,당진자재창고태양광,0,0,0,0,0,0,1200,33360,90768,218784,432384,518304,558240,558528,536208,447936,307248,114624,18864,0,0,0,0,0
2025-03-29,0.7,37.05075,126.5103,당진자재창고태양광,0,0,0,0,0,0,1200,32592,135120,266784,201216,312960,512256,562512,475872,429936,361392,153648,12192,0,0,0,0,0
2025-03-30,0.7,37.05075,126.5103,당진자재창고태양광,0,0,0,0,0,0,1152,31728,141264,298176,422736,258624,541200,553344,521472,450864,331680,138336,14304,0,0,0,0,0
2025-03-31,0.7,37.05075,126.5103,당진자재창고태양광,0,0,0,0,0,0,1392,38400,138672,278160,387888,445440,517488,520128,499632,377808,269712,124080,20784,0,0,0,0,0
2025-04-01,0.7,37.05075,126.5103,당진자재창고태양광,0,0,0,0,0,0,1104,41520,138144,270864,394560,472128,509520,519456,490512,422976,316992,136368,16080,0,0,0,0,0
2025-04-02,0.7,37.05075,126.5103,당진자재창고태양광,0,0,0,0,0,0,1872,39264,139680,244560,338496,250560,214992,170544,103008,44832,87168,125040,6816,0,0,0,0,0
2025-04-03,0.7,37.05075,126.5103,당진자재창고태양광,0,0,0,0,0,0,2016,43152,136896,266688,389184,468240,507312,524880,491520,402000,288192,125760,19440,0,0,0,0,0
2025-04-04,0.7,37.05075,126.5103,당진자재창고태양광,0,0,0,0,0,0,2784,39360,136752,290880,396480,485136,521472,508608,485328,412704,286848,127584,20352,0,0,0,0,0
2025-04-05,0.7,37.05075,126.5103,당진자재창고태양광,0,0,0,0,0,0,0,720,3888,9648,18096,26016,9744,26976,12672,11808,5328,624,336,0,0,0,0,0
2025-04-06,0.7,37.05075,126.5103,당진자재창고태양광,0,0,0,0,0,0,0,32592,149616,290256,405312,212208,0,0,216960,429456,312288,157776,25968,144,0,0,0,0
2025-04-07,0.7,37.05075,126.5103,당진자재창고태양광,0,0,0,0,0,0,3456,42768,151536,293760,400272,464256,496176,491712,451968,384240,255792,123120,21168,0,0,0,0,0
2025-04-08,0.7,37.05075,126.5103,당진자재창고태양광,0,0,0,0,0,0,1248,29232,99024,234288,402192,487200,527232,527520,493296,426960,320256,151344,18096,0,0,0,0,0
2025-04-09,0.7,37.05075,126.5103,당진자재창고태양광,0,0,0,0,0,0,4512,57168,138960,158064,161136,279408,299520,231744,288864,131712,66624,17904,48,0,0,0,0,0
2025-04-10,0.7,37.05075,126.5103,당진자재창고태양광,0,0,0,0,0,0,3504,49440,145056,275232,386592,459552,504000,516672,493584,429840,321552,148896,20448,0,0,0,0,0
2025-04-11,0.7,37.05075,126.5103,당진자재창고태양광,0,0,0,0,0,0,5568,51264,158592,301920,409872,474240,508032,513744,483792,411792,306000,142320,17712,0,0,0,0,0
2025-04-12,0.7,37.05075,126.5103,당진자재창고태양광,0,0,0,0,0,0,4080,55776,111792,197904,271344,130704,39072,86256,18960,41568,18528,1968,0,0,0,0,0,0
2025-04-13,0.7,37.05075,126.5103,당진자재창고태양광,0,0,0,0,0,0,6384,54480,152160,250608,340128,369792,269520,272064,486144,382992,251040,150432,29616,48,0,0,0,0
2025-04-14,0.7,37.05075,126.5103,당진자재창고태양광,0,0,0,0,0,0,5712,64080,69552,75264,154752,167568,101232,192480,62400,77424,42720,57552,7536,0,0,0,0,0
2025-04-15,0.7,37.05075,126.5103,당진자재창고태양광,0,0,0,0,0,0,9024,56544,165936,316416,437904,508416,541680,546624,512784,443136,332688,168288,24960,48,0,0,0,0
2025-04-16,0.7,37.05075,126.5103,당진자재창고태양광,0,0,0,0,0,0,6768,58704,152304,283968,408576,458256,491328,442560,316032,359568,175536,84528,31344,0,0,0,0,0
2025-04-17,0.7,37.05075,126.5103,당진자재창고태양광,0,0,0,0,0,0,6816,48336,146448,258288,337056,361776,284880,253008,362640,283200,106800,43104,7872,0,0,0,0,0
2025-04-18,0.7,37.05075,126.5103,당진자재창고태양광,0,0,0,0,0,0,6528,18816,62736,181920,360816,396336,433296,485760,434016,323328,194544,131184,28512,0,0,0,0,0
2025-04-19,0.7,37.05075,126.5103,당진자재창고태양광,0,0,0,0,0,0,240,16272,39120,58512,101712,143568,106512,55296,38544,36816,28848,10800,144,0,0,0,0,0
2025-04-20,0.7,37.05075,126.5103,당진자재창고태양광,0,0,0,0,0,0,5664,52224,129504,115440,242928,491616,520608,524640,496320,436416,327648,169248,34032,240,0,0,0,0
2025-04-21,0.7,37.05075,126.5103,당진자재창고태양광,0,0,0,0,0,0,4176,32736,123936,238032,397248,373680,358416,463872,472704,379104,183264,118080,13680,0,0,0,0,0
2025-04-22,0.7,37.05075,126.5103,당진자재창고태양광,0,0,0,0,0,0,1248,7104,27216,47376,42000,23568,60768,52128,63024,111600,110064,103344,25920,0,0,0,0,0
2025-04-23,0.7,37.05075,126.5103,당진자재창고태양광,0,0,0,0,0,0,9552,57120,186192,282096,342528,382128,427584,505728,473952,405600,325200,187680,40464,288,0,0,0,0
2025-04-24,0.7,37.05075,126.5103,당진자재창고태양광,0,0,0,0,0,0,12192,66912,176592,297984,391824,428832,455808,494784,493728,428064,331440,202656,48192,816,0,0,0,0
2025-04-25,0.7,37.05075,126.5103,당진자재창고태양광,0,0,0,0,0,0,12576,61680,184368,318720,421968,494496,533088,542880,516192,452400,353376,202320,44976,336,0,0,0,0
2025-04-26,0.7,37.05075,126.5103,당진자재창고태양광,0,0,0,0,0,0,13728,64656,178848,316512,423984,491280,524592,526464,491184,409584,295344,161904,42000,672,0,0,0,0
2025-04-27,0.7,37.05075,126.5103,당진자재창고태양광,0,0,0,0,0,0,13440,79344,185040,309792,135504,0,0,0,204096,366000,228384,104688,36624,1344,0,0,0,0
